day,susceptible,infected,immune,died,severely_ill,icu_beds_available,died_because_of_no_bed,excess_mortality,infected_today,recovered_today,died_today,reaction
0,3999990,10,0,0,0,3656,0,0,10,0,0,preparing to distance at 7
1,3999986,14,0,0,0,3656,0,0,4,0,0,preparing to distance at 7
2,3999981,19,0,0,0,3656,0,0,5,0,0,preparing to distance at 7
3,3999974,26,0,0,0,3656,0,0,7,0,0,preparing to distance at 7
4,3999965,35,0,0,0,3656,0,0,9,0,0,preparing to distance at 7
5,3999953,47,0,0,0,3656,0,0,12,0,0,preparing to distance at 7
6,3999936,64,0,0,0,3656,0,0,17,0,0,preparing to distance at 7
7,3999931,69,0,0,0,3656,0,0,5,0,0,preparing to distance at 14
8,3999926,74,0,0,0,3656,0,0,5,0,0,preparing to distance at 14
9,3999921,79,0,0,0,3656,0,0,5,0,0,preparing to distance at 14
10,3999915,85,0,0,0,3656,0,0,6,0,0,preparing to distance at 14
11,3999909,91,0,0,0,3656,0,0,6,0,0,preparing to distance at 14
12,3999902,98,0,0,0,3656,0,0,7,0,0,preparing to distance at 14
13,3999895,105,0,0,0,3656,0,0,7,0,0,preparing to distance at 14
14,3999888,102,10,0,0,3656,0,0,7,10,0,preparing to relax at 21
15,3999881,105,14,0,0,3656,0,0,7,4,0,preparing to relax at 21
16,3999874,107,19,0,0,3656,0,0,7,5,0,preparing to relax at 21
17,3999867,107,26,0,0,3656,0,0,7,7,0,preparing to relax at 21
18,3999860,105,35,0,0,3656,0,0,7,9,0,preparing to relax at 21
19,3999853,100,47,0,0,3656,0,0,7,12,0,preparing to relax at 21
20,3999847,89,64,0,0,3656,0,0,6,17,0,preparing to relax at 21
21,3999817,114,69,0,1,3655,0,0,30,5,0,preparing to distance at 28
22,3999779,147,74,0,2,3654,0,0,38,5,0,preparing to distance at 28
23,3999729,192,79,0,3,3653,0,0,50,5,0,preparing to distance at 28
24,3999664,251,85,0,5,3651,0,0,65,6,0,preparing to distance at 28
25,3999578,331,91,0,8,3648,0,0,86,6,0,preparing to distance at 28
26,3999464,438,98,0,11,3645,0,0,114,7,0,preparing to distance at 28
27,3999312,583,105,0,16,3640,0,0,152,7,0,preparing to distance at 28
28,3999270,618,112,0,17,3639,0,0,42,7,0,preparing to distance at 35
29,3999226,655,119,0,18,3638,0,0,44,7,0,preparing to distance at 35
30,3999179,695,126,0,19,3637,0,0,47,7,0,preparing to distance at 35
31,3999129,738,133,0,20,3636,0,0,50,7,0,preparing to distance at 35
32,3999076,784,140,0,21,3635,0,0,53,7,0,preparing to distance at 35
33,3999020,833,147,0,22,3634,0,0,56,7,0,preparing to distance at 35
34,3998960,887,153,0,24,3632,0,0,60,6,0,preparing to distance at 35
35,3998898,919,184,0,25,3631,0,0,62,31,0,preparing to relax at 42
36,3998834,945,223,0,26,3630,0,0,64,39,0,preparing to relax at 42
37,3998769,960,273,1,27,3629,0,0,65,50,1,preparing to relax at 42
38,3998704,960,339,2,27,3629,0,0,65,66,1,preparing to relax at 42
39,3998641,937,427,3,26,3630,0,0,63,88,1,preparing to relax at 42
40,3998582,882,543,4,25,3631,0,0,59,116,1,preparing to relax at 42
41,3998529,783,698,6,21,3635,0,0,53,155,2,preparing to relax at 42
42,3998268,1002,741,6,29,3627,0,0,261,43,0,preparing to distance at 49
43,3997931,1295,786,6,39,3617,0,0,337,45,0,preparing to distance at 49
44,3997492,1687,834,6,53,3603,0,0,439,48,0,preparing to distance at 49
45,3996916,2213,884,7,72,3584,0,0,576,50,1,preparing to distance at 49
46,3996155,2921,937,8,97,3559,0,0,761,53,1,preparing to distance at 49
47,3995146,3874,993,9,131,3525,0,0,1009,56,1,preparing to distance at 49
48,3993803,5157,1054,10,176,3480,0,0,1343,61,1,preparing to distance at 49
49,3993435,5463,1117,11,186,3470,0,0,368,63,1,preparing to distance at 56
50,3993046,5788,1182,12,197,3459,0,0,389,65,1,preparing to distance at 56
51,3992633,6136,1248,13,209,3447,0,0,413,66,1,preparing to distance at 56
52,3992195,6509,1314,14,222,3434,0,0,438,66,1,preparing to distance at 56
53,3991730,6911,1378,15,236,3420,0,0,465,64,1,preparing to distance at 56
54,3991236,7346,1438,16,251,3405,0,0,494,60,1,preparing to distance at 56
55,3990710,7819,1491,17,268,3388,0,0,526,53,1,preparing to distance at 56
56,3990165,8103,1758,20,278,3378,0,0,545,267,3,preparing to relax at 63
57,3989605,8326,2103,23,286,3370,0,0,560,345,3,preparing to relax at 63
58,3989036,8456,2552,28,290,3366,0,0,569,449,5,preparing to relax at 63
59,3988468,8448,3142,34,289,3367,0,0,568,590,6,preparing to relax at 63
60,3987913,8242,3921,42,282,3374,0,0,555,779,8,preparing to relax at 63
61,3987391,7755,4955,52,265,3391,0,0,522,1034,10,preparing to relax at 63
62,3986928,6875,6331,66,234,3422,0,0,463,1376,14,preparing to relax at 63
63,3984637,8798,6707,70,302,3354,0,0,2291,376,4,preparing to distance at 70
64,3981676,11370,7105,74,392,3264,0,0,2961,398,4,preparing to distance at 70
65,3977818,14815,7528,78,513,3143,0,0,3858,423,4,preparing to distance at 70
66,3972755,19440,7976,83,675,2981,0,0,5063,448,5,preparing to distance at 70
67,3966073,25657,8452,88,892,2764,0,0,6682,476,5,preparing to distance at 70
68,3957212,34024,8958,93,1185,2471,0,0,8861,506,5,preparing to distance at 70
69,3945416,45294,9497,98,1579,2077,0,0,11796,539,5,preparing to distance at 70
70,3942188,47977,10055,104,1672,1984,0,0,3228,558,6,preparing to distance at 77
71,3938767,50838,10628,110,1772,1884,0,0,3421,573,6,preparing to distance at 77
72,3935140,53896,11210,116,1879,1777,0,0,3627,582,6,preparing to distance at 77
73,3931293,57175,11791,122,1994,1662,0,0,3847,581,6,preparing to distance at 77
74,3927208,60705,12359,128,2117,1539,0,0,4085,568,6,preparing to distance at 77
75,3922866,64525,12894,133,2250,1406,0,0,4342,535,5,preparing to distance at 77
76,3918244,68684,13368,138,2395,1261,0,0,4622,474,5,preparing to distance at 77
77,3913454,71183,15715,162,2482,1174,0,0,4790,2347,24,distancing
78,3908532,73144,18748,193,2551,1105,0,0,4922,3033,31,distancing
79,3903534,74284,22701,233,2590,1066,0,0,4998,3953,40,distancing
80,3898540,74215,27889,285,2587,1069,0,0,4994,5188,52,distancing
81,3893668,72405,34735,354,2524,1132,0,0,4872,6846,69,distancing
82,3889084,68128,43814,446,2374,1282,0,0,4584,9079,92,distancing
83,3885020,60396,55900,568,2104,1552,0,0,4064,12086,122,distancing
84,3880896,61292,59207,601,2136,1520,0,0,4124,3307,33,distancing
85,3876721,62046,62712,636,2163,1493,0,0,4175,3505,35,distancing
86,3872506,62634,66427,674,2184,1472,0,0,4215,3715,38,distancing
87,3868265,63028,70368,714,2198,1458,0,0,4241,3941,40,distancing
88,3864013,63195,74553,756,2204,1452,0,0,4252,4185,42,distancing
89,3859767,63099,79001,801,2201,1455,0,0,4246,4448,45,distancing
90,3855548,62696,83736,849,2187,1469,0,0,4219,4735,48,distancing
91,3851370,62084,88643,899,2166,1490,0,0,4178,4907,50,distancing
92,3847246,61286,93686,950,2138,1518,0,0,4124,5043,51,distancing
93,3843185,60349,98806,1002,2106,1550,0,0,4061,5120,52,distancing
94,3839192,59348,103922,1054,2071,1585,0,0,3993,5116,52,preparing to relax at 101
95,3835262,58406,108914,1104,2038,1618,0,0,3930,4992,50,preparing to relax at 101
96,3831379,57705,113611,1151,2013,1643,0,0,3883,4697,47,preparing to relax at 101
97,3827509,57511,117775,1193,2006,1650,0,0,3870,4164,42,preparing to relax at 101
98,3823658,57238,122000,1236,1996,1660,0,0,3851,4225,43,preparing to relax at 101
99,3819830,56891,126278,1279,1983,1673,0,0,3828,4278,43,preparing to relax at 101
100,3816030,56476,130596,1323,1969,1687,0,0,3800,4318,44,preparing to relax at 101
101,3797636,70629,134941,1367,2464,1192,0,0,18394,4345,44,preparing to distance at 108
102,3774262,89751,139297,1411,3134,522,0,0,23374,4356,44,preparing to distance at 108
103,3744152,115615,143647,1838,3656,-383,383,383,30110,4350,427,preparing to distance at 108
104,3704925,150623,147969,3107,3656,-1225,1225,1225,39227,4322,1269,preparing to distance at 108
105,3653355,198015,152250,4808,3656,-1658,1658,1658,51570,4281,1701,preparing to distance at 108
106,3585078,262168,156475,7096,3656,-2245,2245,2245,68277,4225,2288,preparing to distance at 108
107,3494187,348998,160636,10177,3656,-3039,3039,3039,90891,4161,3081,preparing to distance at 108
108,3469297,369895,164727,10950,3656,-732,732,732,24890,4091,773,preparing to distance at 115
109,3442895,392367,168753,11778,3656,-787,787,787,26402,4026,828,preparing to distance at 115
110,3414869,416510,172731,12663,3656,-845,845,845,28026,3978,885,preparing to distance at 115
111,3385100,442409,176696,13609,3656,-906,906,906,29769,3965,946,preparing to distance at 115
112,3353461,470197,180641,14622,3656,-973,973,973,31639,3945,1013,preparing to distance at 115
113,3319816,500014,184562,15706,3656,-1044,1044,1044,33645,3921,1084,preparing to distance at 115
114,3284018,532012,188456,16864,3656,-1119,1119,1119,35798,3894,1158,preparing to distance at 115
115,3246964,550672,207303,17707,3656,-653,653,653,37054,18847,843,distancing
116,3208923,565339,231253,18462,3656,-513,513,513,38041,23950,755,distancing
117,3170310,573842,261725,19451,3656,-681,681,681,38613,30472,989,distancing
118,3131741,573184,300705,21047,3656,-1202,1202,1202,38569,38980,1596,distancing
119,3094110,559245,351904,22735,3656,-1171,1171,1171,37631,51199,1688,distancing
120,3058690,526388,419641,24514,3656,-1095,1095,1095,35420,67737,1779,distancing
121,3027272,466915,509764,26381,3656,-957,957,957,31418,90123,1867,distancing
122,2995383,473914,534543,27608,3656,-977,977,977,31889,24779,1227,distancing
123,2963098,479797,560817,28865,3656,-992,992,992,32285,26274,1257,distancing
124,2930506,484363,588696,30152,3656,-1005,1005,1005,32592,27879,1287,distancing
125,2897710,487390,618301,31463,3656,-1012,1012,1012,32796,29605,1311,distancing
126,2864831,488630,649756,32797,3656,-1016,1016,1016,32879,31455,1334,distancing
127,2832007,487809,683196,34150,3656,-1015,1015,1015,32824,33440,1353,distancing
128,2799398,484620,718768,35517,3656,-1008,1008,1008,32609,35572,1367,distancing
129,2767109,479855,756088,36381,3656,-487,487,487,32289,37320,864,distancing
130,2735235,473688,794558,37067,3656,-297,297,297,31874,38470,686,distancing
131,2703847,466463,833448,37888,3656,-428,428,428,31388,38890,821,distancing
132,2672978,458763,871777,39208,3656,-933,933,933,30869,38329,1320,distancing
133,2642596,451514,909176,40503,3656,-917,917,917,30382,37399,1295,distancing
134,2612578,446112,944384,41765,3656,-906,906,906,30018,35208,1262,distancing
135,2582661,444611,975628,42986,3656,-905,905,905,29917,31244,1221,distancing
136,2552886,442497,1007336,44209,3656,-903,903,903,29775,31708,1223,distancing
137,2523292,439806,1039434,45431,3656,-898,898,898,29594,32098,1222,distancing
138,2493914,436592,1071834,46651,3656,-893,893,893,29378,32400,1220,distancing
139,2464783,432927,1104436,47864,3656,-884,884,884,29131,32602,1213,distancing
140,2435922,428909,1137119,49070,3656,-876,876,876,28861,32683,1206,distancing
141,2407347,424660,1169746,50267,3656,-867,867,867,28575,32627,1197,distancing
142,2379063,420335,1202161,51450,3656,-856,856,856,28284,32415,1183,distancing
143,2351068,416041,1234764,52115,3656,-336,336,336,27995,32603,665,distancing
144,2323353,411882,1267129,52594,3656,-152,152,152,27715,32365,479,distancing
145,2295903,407944,1298866,53205,3656,-290,290,290,27450,31737,611,distancing
146,2268700,404278,1329572,54320,3656,-805,805,805,27203,30706,1115,distancing
147,2241726,400870,1359795,55423,3656,-798,798,798,26974,30223,1103,distancing
148,2214972,397606,1389655,56517,3656,-792,792,792,26754,29860,1094,distancing
149,2188446,394215,1419413,57604,3656,-786,786,786,26526,29758,1087,distancing
150,2162154,390732,1449028,58684,3656,-781,781,781,26292,29615,1080,distancing
151,2136100,387192,1478462,59755,3656,-774,774,774,26054,29434,1071,distancing
152,2110286,383628,1507680,60818,3656,-768,768,768,25814,29218,1063,distancing
153,2084712,380071,1536653,61871,3656,-760,760,760,25574,28973,1053,distancing
154,2059375,376547,1565358,62913,3656,-752,752,752,25337,28705,1042,distancing
155,2034271,373076,1593779,63945,3656,-745,745,745,25104,28421,1032,distancing
156,2009397,369666,1621912,64966,3656,-737,737,737,24874,28133,1021,distancing
157,1984748,366320,1650264,65471,3656,-219,219,219,24649,28352,505,distancing
158,1960320,363033,1678512,65792,3656,-36,36,36,24428,28248,321,distancing
159,1936110,359793,1706351,66250,3656,-177,177,177,24210,27839,458,distancing
160,1912116,356584,1733428,67215,3656,-692,692,691,23994,27077,965,distancing
161,1888337,353389,1760277,68172,3656,-686,686,686,23779,26849,957,distancing
162,1864773,350199,1786906,69121,3656,-680,680,680,23564,26629,949,distancing
163,1841422,347024,1813307,70063,3656,-675,675,675,23351,26401,942,distancing
164,1818283,343871,1839474,70997,3656,-670,670,670,23139,26167,934,distancing
165,1795355,340745,1865403,71924,3656,-665,665,665,22928,25929,927,distancing
166,1772635,337651,1891093,72843,3656,-660,660,660,22720,25690,919,distancing
167,1750121,334591,1916545,73752,3656,-652,652,652,22514,25452,909,distancing
168,1727811,331564,1941761,74653,3656,-646,646,646,22310,25216,901,distancing
169,1705702,328569,1966746,75545,3656,-640,640,640,22109,24985,892,distancing
170,1683793,325604,1991503,76428,3656,-633,633,633,21909,24757,883,distancing
171,1662081,322667,2016542,76797,3656,-116,116,116,21712,25039,369,distancing
172,1640565,319755,2041536,77049,3591,65,0,0,21516,24994,252,distancing
173,1619244,316866,2066167,77309,3656,-11,11,11,21321,24631,260,distancing
174,1598115,314001,2090067,78142,3656,-592,592,592,21129,23900,833,distancing
175,1577178,311159,2113753,78967,3656,-586,586,586,20937,23686,825,distancing
176,1556430,308343,2137224,79786,3656,-582,582,582,20748,23471,819,distancing
177,1535870,305552,2160482,80598,3656,-577,577,577,20560,23258,812,distancing
178,1515496,302787,2183527,81405,3656,-574,574,574,20374,23045,807,distancing
179,1495306,300049,2206361,82205,3656,-569,569,569,20190,22834,800,distancing
180,1475299,297336,2228987,82999,3656,-565,565,565,20007,22626,794,distancing
181,1455473,294648,2251410,83783,3656,-558,558,558,19826,22423,784,distancing
182,1435826,291985,2273630,84560,3656,-553,553,553,19647,22220,777,distancing
183,1416356,289346,2295650,85330,3656,-548,548,548,19470,22020,770,distancing
184,1397062,286731,2317472,86092,3656,-542,542,542,19294,21822,762,distancing
185,1377943,284138,2339603,86342,3656,-26,26,26,19119,22131,250,distancing
186,1358997,281568,2361649,86565,3566,90,0,0,18946,22046,223,distancing
187,1340222,279022,2383484,86786,3488,168,0,0,18775,21835,221,distancing
188,1321617,276498,2404547,87335,3656,-336,336,336,18605,21063,549,distancing
189,1303180,273998,2425419,88045,3656,-499,499,499,18437,20872,710,distancing
190,1284910,271520,2446102,88749,3656,-495,495,495,18270,20683,704,distancing
191,1266805,269065,2466597,89447,3656,-491,491,491,18105,20495,698,distancing
192,1248864,266632,2486905,90140,3656,-488,488,488,17941,20308,693,distancing
193,1231085,264221,2507029,90828,3656,-485,485,485,17779,20124,688,distancing
194,1213467,261832,2526970,91510,3656,-481,481,481,17618,19941,682,distancing
195,1196008,259465,2546731,92186,3656,-476,476,476,17459,19761,676,distancing
196,1178707,257119,2566314,92855,3656,-471,471,471,17301,19583,669,distancing
197,1161562,254794,2585721,93518,3656,-467,467,467,17145,19407,663,distancing
198,1144572,252490,2604954,94173,3656,-461,461,461,16990,19233,655,distancing
199,1127736,250207,2624518,94371,3602,54,0,0,16836,19564,198,distancing
200,1111052,247945,2643931,94567,3522,134,0,0,16684,19413,196,distancing
201,1094519,245703,2663169,94761,3443,213,0,0,16533,19238,194,distancing
202,1078136,243481,2681900,94995,3656,-45,45,45,16383,18731,234,distancing
203,1061901,241279,2700297,95603,3656,-422,422,422,16235,18397,608,distancing
204,1045812,239098,2718527,96206,3656,-419,419,419,16089,18230,603,distancing
205,1029869,236936,2736592,96804,3656,-416,416,416,15943,18065,598,distancing
206,1014070,234794,2754491,97398,3656,-413,413,413,15799,17899,594,distancing
207,998414,232671,2772228,97987,3656,-410,410,410,15656,17737,589,distancing
208,982899,230568,2789803,98573,3656,-408,408,408,15515,17575,586,distancing
209,967525,228483,2807221,99152,3656,-403,403,403,15374,17418,579,distancing
210,952290,226417,2824482,99725,3656,-399,399,399,15235,17261,573,distancing
211,937193,224369,2841587,100293,3656,-395,395,395,15097,17105,568,distancing
212,922232,222340,2858539,100854,3656,-390,390,390,14961,16952,561,distancing
213,907406,220330,2875790,101028,3585,71,0,0,14826,17251,174,distancing
214,892714,218338,2892884,101201,3516,140,0,0,14692,17094,173,distancing
215,878155,216364,2909824,101372,3447,209,0,0,14559,16940,171,distancing
216,863728,214408,2926566,101541,3423,233,0,0,14427,16742,169,distancing
217,849431,212470,2942783,101826,3656,-121,121,121,14297,16217,285,distancing
218,835264,210548,2958854,102339,3656,-351,351,351,14167,16071,513,distancing
219,821225,208644,2974778,102849,3656,-349,349,349,14039,15924,510,distancing
220,807313,206757,2990557,103355,3656,-347,347,347,13912,15779,506,distancing
221,793526,204888,3006192,103858,3656,-345,345,345,13787,15635,503,distancing
222,779864,203035,3021686,104357,3656,-343,343,342,13662,15494,499,distancing
223,766326,201199,3037040,104850,3656,-338,338,338,13538,15354,493,distancing
224,752910,199380,3052255,105339,3656,-335,335,335,13416,15215,489,distancing
225,739615,197578,3067333,105823,3656,-332,332,332,13295,15078,484,distancing
226,726440,195792,3082276,106302,3656,-328,328,328,13175,14943,479,distancing
227,713385,194021,3097467,106455,3594,62,0,0,13055,15191,153,distancing
228,700448,192266,3112521,106607,3532,124,0,0,12937,15054,152,distancing
229,687628,190527,3127438,106758,3471,185,0,0,12820,14917,151,distancing
230,674924,188804,3142220,106907,3411,245,0,0,12704,14782,149,distancing
231,662335,187096,3156749,107054,3472,184,0,0,12589,14529,147,distancing
232,649859,185405,3170917,107305,3656,-108,108,108,12476,14168,251,distancing
233,637496,183729,3184956,107737,3656,-290,290,290,12363,14039,432,distancing
234,625245,182068,3198866,108167,3656,-289,289,289,12251,13910,430,distancing
235,613105,180421,3212651,108593,3656,-287,287,287,12140,13785,426,distancing
236,601075,178789,3226310,109017,3656,-286,286,286,12030,13659,424,distancing
237,589153,177173,3239846,109436,3656,-282,282,282,11922,13536,419,distancing
238,577339,175571,3253261,109850,3656,-279,279,278,11814,13415,414,distancing
239,565632,173983,3266555,110260,3656,-276,276,276,11707,13294,410,distancing
240,554031,172409,3279730,110666,3656,-273,273,273,11601,13175,406,distancing
241,542535,170850,3293106,110801,3602,54,0,0,11496,13376,135,distancing
242,531143,169305,3306361,110935,3548,108,0,0,11392,13255,134,distancing
243,519854,167774,3319496,111068,3495,161,0,0,11289,13135,133,distancing
244,508667,166257,3332513,111199,3442,214,0,0,11187,13017,131,distancing
245,497581,164754,3345412,111329,3390,266,0,0,11086,12899,130,distancing
246,486595,163264,3358088,111457,3446,210,0,0,10986,12676,128,distancing
247,475709,161787,3370468,111611,3656,-29,29,29,10886,12380,154,distancing
248,464921,160324,3382734,111973,3656,-238,238,238,10788,12266,362,distancing
249,454231,158874,3394888,112333,3656,-237,237,237,10690,12154,360,distancing
250,443637,157438,3406931,112690,3656,-235,235,235,10594,12043,357,distancing
251,433139,156014,3418867,113043,3656,-232,232,232,10498,11936,353,distancing
252,422736,154603,3430696,113392,3656,-230,230,230,10403,11829,349,distancing
253,412427,153205,3442418,113737,3656,-227,227,227,10309,11722,345,distancing
254,402211,151820,3454035,114078,3656,-224,224,224,10216,11617,341,distancing
255,392088,150447,3465814,114197,3608,48,0,0,10123,11779,119,distancing
256,382056,149087,3477486,114315,3561,95,0,0,10032,11672,118,distancing
257,372115,147739,3489053,114432,3513,143,0,0,9941,11567,117,distancing
258,362264,146403,3500515,114548,3466,190,0,0,9851,11462,116,distancing
259,352502,145079,3511874,114663,3419,237,0,0,9762,11359,115,distancing
260,342828,143767,3523130,114777,3373,283,0,0,9674,11256,114,distancing
261,333242,142467,3534256,114889,3356,300,0,0,9586,11126,112,distancing
262,323742,141179,3545074,114998,3549,107,0,0,9500,10818,109,distancing
263,314328,139903,3555793,115191,3656,-85,85,85,9414,10719,193,distancing
264,304999,138638,3566415,115489,3656,-191,191,191,9329,10622,298,distancing
265,295755,137384,3576942,115783,3656,-188,188,188,9244,10527,294,distancing
266,286594,136142,3587374,116074,3656,-186,186,186,9161,10432,291,distancing
267,277516,134911,3597712,116362,3656,-184,184,184,9078,10338,288,distancing
268,268520,133691,3607958,116646,3656,-181,181,181,8996,10246,284,distancing
269,259605,132483,3618330,116751,3614,42,0,0,8915,10372,105,distancing
270,250771,131285,3628609,116855,3572,84,0,0,8834,10279,104,distancing
271,242017,130098,3638794,116958,3531,125,0,0,8754,10185,103,distancing
272,233342,128922,3648887,117060,3490,166,0,0,8675,10093,102,distancing
273,224745,127757,3658889,117161,3449,207,0,0,8597,10002,101,distancing
274,216226,126602,3668801,117261,3409,247,0,0,8519,9912,100,distancing
275,207784,125458,3678623,117360,3369,287,0,0,8442,9822,99,distancing
276,199418,124324,3688357,117458,3329,327,0,0,8366,9734,98,distancing
277,191128,123200,3697918,117555,3375,281,0,0,8290,9561,97,distancing
278,182913,122086,3707287,117650,3527,129,0,0,8215,9369,95,distancing
279,174772,120983,3716572,117764,3656,-20,20,20,8141,9285,114,distancing
280,166705,119889,3725774,118005,3656,-148,148,148,8067,9202,241,distancing
281,158711,118805,3734893,118243,3656,-146,146,146,7994,9119,238,distancing
282,150789,117731,3743931,118478,3656,-144,144,144,7922,9038,235,distancing
283,142939,116666,3753066,118570,3618,38,0,0,7850,9135,92,distancing
284,135160,115611,3762118,118661,3581,75,0,0,7779,9052,91,distancing
285,127451,114566,3771087,118752,3544,112,0,0,7709,8969,91,distancing
286,119812,113530,3779975,118842,3508,148,0,0,7639,8888,90,distancing
287,112242,112503,3788783,118931,3472,184,0,0,7570,8808,89,distancing
288,104740,111486,3797512,119019,3436,220,0,0,7502,8729,88,distancing
289,97306,110478,3806162,119106,3401,255,0,0,7434,8650,87,distancing
290,89939,109479,3814733,119193,3366,290,0,0,7367,8571,87,distancing
291,82639,108489,3823227,119279,3331,325,0,0,7300,8494,86,distancing
292,75405,107508,3831644,119364,3297,359,0,0,7234,8417,85,distancing
293,68236,106536,3839965,119448,3283,373,0,0,7169,8321,84,distancing
294,61132,105573,3848084,119530,3397,259,0,0,7104,8119,82,distancing
295,54092,104619,3856130,119611,3510,146,0,0,7040,8046,81,distancing
296,47116,103673,3864104,119692,3621,35,0,0,6976,7974,81,distancing
297,40203,102736,3872147,119773,3588,68,0,0,6913,8043,81,distancing
298,33353,101807,3880117,119854,3555,101,0,0,6850,7970,81,distancing
299,26565,100886,3888015,119934,3523,133,0,0,6788,7898,80,distancing
