day,susceptible,infected,immune,died,severely_ill,icu_beds_available,died_because_of_no_bed,excess_mortality,infected_today,recovered_today,died_today,reaction
0,3999990,10,0,0,0,3656,0,0,10,0,0,preparing to distance at 2
1,3999986,14,0,0,0,3656,0,0,4,0,0,preparing to distance at 2
2,3999985,15,0,0,0,3656,0,0,1,0,0,preparing to distance at 4
3,3999984,16,0,0,0,3656,0,0,1,0,0,preparing to distance at 4
4,3999983,17,0,0,0,3656,0,0,1,0,0,preparing to distance at 6
5,3999982,18,0,0,0,3656,0,0,1,0,0,preparing to distance at 6
6,3999981,19,0,0,0,3656,0,0,1,0,0,preparing to distance at 8
7,3999980,20,0,0,0,3656,0,0,1,0,0,preparing to distance at 8
8,3999979,21,0,0,0,3656,0,0,1,0,0,preparing to relax at 10
9,3999977,23,0,0,0,3656,0,0,2,0,0,preparing to relax at 10
10,3999969,31,0,0,0,3656,0,0,8,0,0,preparing to distance at 12
11,3999958,42,0,0,0,3656,0,0,11,0,0,preparing to distance at 12
12,3999955,45,0,0,0,3656,0,0,3,0,0,preparing to distance at 14
13,3999952,48,0,0,0,3656,0,0,3,0,0,preparing to distance at 14
14,3999949,41,10,0,0,3656,0,0,3,10,0,preparing to distance at 16
15,3999946,40,14,0,0,3656,0,0,3,4,0,preparing to distance at 16
16,3999943,42,15,0,0,3656,0,0,3,1,0,preparing to distance at 18
17,3999940,44,16,0,0,3656,0,0,3,1,0,preparing to distance at 18
18,3999937,46,17,0,0,3656,0,0,3,1,0,preparing to relax at 20
19,3999934,48,18,0,0,3656,0,0,3,1,0,preparing to relax at 20
20,3999917,64,19,0,0,3656,0,0,17,1,0,preparing to distance at 22
21,3999895,85,20,0,0,3656,0,0,22,1,0,preparing to distance at 22
22,3999889,90,21,0,0,3656,0,0,6,1,0,preparing to relax at 24
23,3999883,94,23,0,0,3656,0,0,6,2,0,preparing to relax at 24
24,3999853,116,31,0,1,3655,0,0,30,8,0,preparing to distance at 26
25,3999816,142,42,0,2,3654,0,0,37,11,0,preparing to distance at 26
26,3999806,149,45,0,2,3654,0,0,10,3,0,preparing to distance at 28
27,3999795,157,48,0,2,3654,0,0,11,3,0,preparing to distance at 28
28,3999784,165,51,0,2,3654,0,0,11,3,0,preparing to relax at 30
29,3999772,174,54,0,2,3654,0,0,12,3,0,preparing to relax at 30
30,3999712,231,57,0,4,3652,0,0,60,3,0,preparing to distance at 32
31,3999632,308,60,0,6,3650,0,0,80,3,0,preparing to distance at 32
32,3999610,327,63,0,6,3650,0,0,22,3,0,preparing to relax at 34
33,3999587,347,66,0,6,3650,0,0,23,3,0,preparing to relax at 34
34,3999471,446,83,0,10,3646,0,0,116,17,0,preparing to distance at 36
35,3999322,573,105,0,15,3641,0,0,149,22,0,preparing to distance at 36
36,3999281,608,111,0,16,3640,0,0,41,6,0,preparing to distance at 38
37,3999238,645,117,0,17,3639,0,0,43,6,0,preparing to distance at 38
38,3999194,659,148,0,17,3639,0,0,44,31,0,preparing to relax at 40
39,3999149,667,186,0,17,3639,0,0,45,38,0,preparing to relax at 40
40,3998918,888,196,0,25,3631,0,0,231,10,0,preparing to distance at 42
41,3998609,1186,207,0,35,3621,0,0,309,11,0,preparing to distance at 42
42,3998524,1260,218,0,37,3619,0,0,85,11,0,preparing to relax at 44
43,3998434,1338,230,0,40,3616,0,0,90,12,0,preparing to relax at 44
44,3997984,1728,291,1,53,3603,0,0,450,61,1,preparing to distance at 46
45,3997404,2228,372,2,71,3585,0,0,580,81,1,preparing to distance at 46
46,3997245,2365,394,2,76,3580,0,0,159,22,0,preparing to distance at 48
47,3997076,2511,417,2,81,3575,0,0,169,23,0,preparing to distance at 48
48,3996903,2568,536,3,83,3573,0,0,173,119,1,preparing to relax at 50
49,3996728,2594,688,5,84,3572,0,0,175,152,2,preparing to relax at 50
50,3995829,3452,730,5,114,3542,0,0,899,42,0,preparing to distance at 52
51,3994629,4609,774,5,155,3501,0,0,1200,44,0,preparing to distance at 52
52,3994300,4894,819,5,165,3491,0,0,329,45,0,preparing to relax at 54
53,3993950,5199,865,5,176,3480,0,0,350,46,0,preparing to relax at 54
54,3992201,6717,1102,7,229,3427,0,0,1749,237,2,preparing to distance at 56
55,3989944,8665,1418,10,297,3359,0,0,2257,316,3,preparing to distance at 56
56,3989325,9199,1504,11,316,3340,0,0,619,86,1,preparing to distance at 58
57,3988668,9766,1596,12,335,3321,0,0,657,92,1,preparing to distance at 58
58,3987996,9988,2056,17,343,3313,0,0,672,460,5,preparing to relax at 60
59,3987317,10087,2650,23,346,3310,0,0,679,594,6,preparing to relax at 60
60,3983821,13424,2812,25,463,3193,0,0,3496,162,2,preparing to distance at 62
61,3979153,17923,2984,27,621,3035,0,0,4668,172,2,preparing to distance at 62
62,3977872,19031,3161,29,659,2997,0,0,1281,177,2,preparing to relax at 64
63,3976512,20216,3340,31,700,2956,0,0,1360,179,2,preparing to relax at 64
64,3969710,26119,4261,40,907,2749,0,0,6802,921,9,preparing to distance at 66
65,3960935,33694,5491,52,1172,2484,0,0,8775,1230,12,preparing to distance at 66
66,3958528,35772,5828,55,1245,2411,0,0,2407,337,3,preparing to distance at 68
67,3955973,37977,6186,59,1322,2334,0,0,2555,358,4,preparing to distance at 68
68,3953359,38842,7978,77,1352,2304,0,0,2614,1792,18,preparing to relax at 70
69,3950720,39224,10290,100,1366,2290,0,0,2639,2312,23,preparing to relax at 70
70,3937126,52199,10924,106,1820,1836,0,0,13594,634,6,preparing to distance at 72
71,3918976,69692,11596,113,2433,1223,0,0,18150,672,7,preparing to distance at 72
72,3913997,73999,12284,120,2584,1072,0,0,4979,688,7,distancing
73,3908707,78610,12979,127,2746,910,0,0,5290,695,7,distancing
74,3903288,80533,16561,163,2813,843,0,0,5419,3582,36,preparing to distance at 76
75,3897815,81338,21344,211,2841,815,0,0,5473,4783,48,preparing to distance at 76
76,3892039,85833,22656,224,2999,657,0,0,5776,1312,13,preparing to distance at 78
77,3885945,90567,24049,238,3165,491,0,0,6094,1393,14,preparing to distance at 78
78,3879902,89808,31019,308,3138,518,0,0,6043,6970,70,distancing
79,3874056,86879,40010,399,3035,621,0,0,5846,8991,91,distancing
80,3867962,90566,42476,424,3164,492,0,0,6094,2466,25,distancing
81,3861613,94360,45094,450,3297,359,0,0,6349,2618,26,distancing
82,3854994,98365,47772,477,3437,219,0,0,6619,2678,27,distancing
83,3848088,102632,50476,504,3586,70,0,0,6906,2704,27,distancing
84,3841665,95461,64404,645,3335,321,0,0,6423,13928,141,distancing
85,3836088,82888,83001,833,2895,761,0,0,5577,18597,188,distancing
86,3830467,83530,88102,885,2917,739,0,0,5621,5101,52,distancing
87,3824823,83884,93522,940,2929,727,0,0,5644,5420,55,distancing
88,3819162,84126,99074,996,2938,718,0,0,5661,5552,56,distancing
89,3813488,84327,104681,1053,2945,711,0,0,5674,5607,57,distancing
90,3807821,84218,110599,1113,2941,715,0,0,5667,5918,60,distancing
91,3802185,83760,116843,1176,2925,731,0,0,5636,6244,63,distancing
92,3796578,83324,123034,1239,2910,746,0,0,5607,6191,63,distancing
93,3790989,83067,129024,1299,2901,755,0,0,5589,5990,60,distancing
94,3785436,82526,135268,1362,2882,774,0,0,5553,6244,63,distancing
95,3779940,81673,141773,1428,2852,804,0,0,5496,6505,66,distancing
96,3774525,80469,148555,1496,2810,846,0,0,5415,6782,68,distancing
97,3769218,78870,155631,1567,2754,902,0,0,5307,7076,71,distancing
98,3763991,77674,162212,1633,2712,944,0,0,5227,6581,66,distancing
99,3758790,77298,167926,1691,2699,957,0,0,5201,5714,58,distancing
100,3753619,76848,173685,1749,2683,973,0,0,5171,5759,58,distancing
101,3748482,76341,179468,1807,2665,991,0,0,5137,5783,58,distancing
102,3743383,75779,185268,1866,2645,1011,0,0,5099,5800,59,distancing
103,3738325,75163,191081,1925,2624,1032,0,0,5058,5813,59,distancing
104,3733311,74510,196887,1984,2601,1055,0,0,5014,5806,59,distancing
105,3728342,73843,202662,2042,2577,1079,0,0,4969,5775,58,distancing
106,3723419,73159,208407,2100,2553,1103,0,0,4923,5745,58,distancing
107,3718544,72445,214133,2158,2528,1128,0,0,4875,5726,58,distancing
108,3713718,71718,219823,2215,2502,1154,0,0,4826,5690,57,distancing
109,3708941,70999,225454,2272,2477,1179,0,0,4777,5631,57,distancing
110,3704210,70315,231002,2328,2453,1203,0,0,4731,5548,56,distancing
111,3699520,69698,236439,2383,2432,1224,0,0,4690,5437,55,distancing
112,3694869,69122,241794,2437,2412,1244,0,0,4651,5355,54,distancing
113,3690258,68532,247123,2491,2391,1265,0,0,4611,5329,54,distancing
114,3685687,67932,252420,2545,2370,1286,0,0,4571,5297,54,distancing
115,3681157,67325,257683,2598,2349,1307,0,0,4530,5263,53,distancing
116,3676668,66715,262907,2651,2328,1328,0,0,4489,5224,53,distancing
117,3672220,66105,268090,2703,2306,1350,0,0,4448,5183,52,distancing
118,3667813,65498,273227,2755,2285,1371,0,0,4407,5137,52,distancing
119,3663446,64896,278318,2806,2264,1392,0,0,4367,5091,51,distancing
120,3659119,64300,283362,2857,2243,1413,0,0,4327,5044,51,distancing
121,3654832,63712,288357,2907,2223,1433,0,0,4287,4995,50,distancing
122,3650584,63134,293301,2957,2203,1453,0,0,4248,4944,50,distancing
123,3646374,62567,298196,3006,2183,1473,0,0,4210,4895,49,distancing
124,3642202,62008,303043,3055,2164,1492,0,0,4172,4847,49,distancing
125,3638067,61453,307848,3104,2144,1512,0,0,4135,4805,49,distancing
126,3633969,60900,312613,3152,2125,1531,0,0,4098,4765,48,distancing
127,3629908,60350,317337,3200,2106,1550,0,0,4061,4724,48,distancing
128,3625884,59803,322020,3247,2087,1569,0,0,4024,4683,47,distancing
129,3621896,59261,326661,3294,2068,1588,0,0,3988,4641,47,preparing to relax at 131
130,3617945,58723,331261,3340,2049,1607,0,0,3951,4600,46,preparing to relax at 131
131,3598832,73388,335818,3386,2562,1094,0,0,19113,4557,46,preparing to distance at 133
132,3574541,93272,340333,3432,3258,398,0,0,24291,4515,46,preparing to distance at 133
133,3568127,95319,344807,3477,3330,326,0,0,6414,4474,45,distancing
134,3561563,97556,349240,3522,3408,248,0,0,6564,4433,45,distancing
135,3554834,99998,353633,3566,3493,163,0,0,6729,4393,44,distancing
136,3547926,102658,357985,3610,3586,70,0,0,6908,4352,44,distancing
137,3540824,105550,362298,3685,3656,-31,31,31,7102,4313,75,distancing
138,3533510,108692,366573,3837,3656,-109,109,109,7314,4275,152,distancing
139,3525967,112100,370809,4000,3656,-120,120,120,7543,4236,163,distancing
140,3518175,115794,375008,4171,3656,-129,129,129,7792,4199,171,distancing
141,3510114,119794,379169,4353,3656,-140,140,140,8061,4161,182,distancing
142,3501762,124122,383291,4547,3656,-152,152,152,8352,4122,194,distancing
143,3493095,128801,387377,4752,3656,-164,164,164,8667,4086,205,distancing
144,3484088,133857,391425,4970,3656,-177,177,177,9007,4048,218,distancing
145,3475810,123022,411008,5168,3277,379,0,0,8278,19583,198,distancing
146,3468687,105854,435898,5419,2676,980,0,0,7123,24890,251,distancing
147,3461513,106614,442470,5485,2703,953,0,0,7174,6572,66,distancing
148,3454295,107268,449195,5553,2726,930,0,0,7218,6725,68,distancing
149,3447042,107792,456089,5623,2744,912,0,0,7253,6894,70,distancing
150,3439764,108162,463167,5694,2757,899,0,0,7278,7078,71,distancing
151,3432473,108351,470413,5767,2795,861,0,0,7291,7246,73,distancing
152,3425184,108326,477798,5842,2904,752,0,0,7289,7385,75,distancing
153,3417913,108054,485408,5919,3014,642,0,0,7271,7610,77,distancing
154,3410680,107495,493264,5998,3124,532,0,0,7233,7856,79,distancing
155,3403507,106607,501385,6080,3233,423,0,0,7173,8121,82,distancing
156,3396419,105343,509792,6165,3341,315,0,0,7088,8407,85,distancing
157,3389445,103650,518510,6253,3446,210,0,0,6974,8718,88,distancing
158,3382617,101471,527564,6344,3546,110,0,0,6828,9054,91,distancing
159,3375894,99916,536045,6430,3492,164,0,0,6723,8481,86,distancing
160,3369200,99487,543343,6504,3477,179,0,0,6694,7298,74,distancing
161,3362540,98973,550694,6578,3459,197,0,0,6660,7351,74,distancing
162,3355921,98374,558089,6653,3438,218,0,0,6619,7395,75,distancing
163,3349347,97695,565520,6728,3415,241,0,0,6574,7431,75,distancing
164,3342824,96940,572977,6803,3389,267,0,0,6523,7457,75,distancing
165,3336356,96117,580448,6878,3360,296,0,0,6468,7471,75,distancing
166,3329948,95236,587917,6953,3329,327,0,0,6408,7469,75,distancing
167,3323602,94311,595367,7028,3297,359,0,0,6346,7450,75,distancing
168,3317320,93360,602778,7103,3263,393,0,0,6282,7411,75,distancing
169,3311102,92405,610128,7177,3229,427,0,0,6218,7350,74,distancing
170,3304947,91472,617391,7250,3196,460,0,0,6155,7263,73,distancing
171,3298851,90594,624537,7322,3165,491,0,0,6096,7146,72,distancing
172,3292808,89809,631532,7393,3138,518,0,0,6043,6995,71,distancing
173,3286814,89080,638420,7463,3112,544,0,0,5994,6888,70,distancing
174,3280870,88330,645279,7532,3086,570,0,0,5944,6859,69,distancing
175,3274978,87562,652103,7601,3059,597,0,0,5892,6824,69,distancing
176,3269139,86782,658885,7669,3032,624,0,0,5839,6782,68,distancing
177,3263353,85994,665621,7737,3004,652,0,0,5786,6736,68,distancing
178,3257620,85204,672304,7805,2976,680,0,0,5733,6683,68,distancing
179,3251940,84416,678931,7872,2948,708,0,0,5680,6627,67,distancing
180,3246312,83636,685497,7938,2920,736,0,0,5628,6566,66,distancing
